,Unnamed: 0,"Rank[Note 1]
","Mountain
","Height(m)[1]
","Drop (m)[Note 2]
","Coordinates[2]
","Range [Note 3]
","Range[Note 4]
","Region [Note 5]
","Country
","First[3]ascent
","Rank[Note 2]
","Height(m) [2]
","Drop (m)[Note 3]
","Coordinates[4]
","Range [Note 4]
","Range[Note 5]
","Region [Note 6]
","First[5]ascent
"
403,403,"1444
","Schopfenspitz / Gros Brun
",2104,537,"46°37′21″N 07°15′02″E﻿ / ﻿46.62250°N 7.25056°E﻿ / 46.62250; 7.25056﻿ (1444. Schopfenspitz / Gros Brun (2104 m))
","Fribourg Prealps
","I/B-14.I-B
","Fribourg
","CH
",,,,,,,,,
404,404,"1445
","Schönberg
",2104,318,"47°07′49″N 09°35′35″E﻿ / ﻿47.13028°N 9.59306°E﻿ / 47.13028; 9.59306﻿ (1445. Schönberg (2104 m))
","Rätikon
","II/A-15.VIII-A
","Liechtenstein
","LI
",,,,,,,,,
405,405,"1446
","Mont Chalancha
",2102,598,"44°02′06″N 07°12′46″E﻿ / ﻿44.03500°N 7.21278°E﻿ / 44.03500; 7.21278﻿ (1446. Mont Chalancha (2102 m))
","Maritime Alps
","I/A-02.I-B
","Alpes-Maritimes
","FR
",,,,,,,,,
406,406,"1447
","Schafreuter
",2102,562,"47°30′33″N 11°29′15″E﻿ / ﻿47.50917°N 11.48750°E﻿ / 47.50917; 11.48750﻿ (1447. Schafreuter (2102 m))
","Karwendel
","II/B-21.IV-B
","North Tyrol / Bavaria
","AT/DE
",,,,,,,,,
407,407,"1448
","Pizzo Proman
",2099,371,"46°01′27″N 08°23′41″E﻿ / ﻿46.02417°N 8.39472°E﻿ / 46.02417; 8.39472﻿ (1448. Pizzo Proman (2099 m))
","Ticino Alps
","I/B-10.II-C
","V-C-O
","IT
",,,,,,,,,
408,408,"1449
","Zwölferkogel
",2099,354,"47°42′34″N 13°57′09″E﻿ / ﻿47.70944°N 13.95250°E﻿ / 47.70944; 13.95250﻿ (1449. Zwölferkogel (2099 m))
","Totes Gebirge
","II/B-25.III-A
","Styria / Upper Austria
","AT
",,,,,,,,,
409,409,"1450
","Simmering
",2096,315,"47°16′41″N 10°52′01″E﻿ / ﻿47.27806°N 10.86694°E﻿ / 47.27806; 10.86694﻿ (1450. Simmering (2096 m))
","Mieminger Chain
","II/B-21.III-A
","North Tyrol
","AT
",,,,,,,,,
410,410,"1451
","Himmeleck
",2096,302,"47°25′36″N 14°36′11″E﻿ / ﻿47.42667°N 14.60306°E﻿ / 47.42667; 14.60306﻿ (1451. Himmeleck (2096 m))
","Seckau Tauern
","II/A-18.IV-A
","Styria
","AT
",,,,,,,,,
411,411,"1452
","Damülser Mittagsspitze
",2095,609,"47°18′37″N 09°53′02″E﻿ / ﻿47.31028°N 9.88389°E﻿ / 47.31028; 9.88389﻿ (1452. Damülser Mittagsspitze (2095 m))
","Bregenz Forest Mts
","II/B-22.I-A
","Vorarlberg
","AT
",,,,,,,,,
412,412,"1453
","Schönberg / Wildenkogel [de]
",2093,495,"47°42′45″N 13°47′37″E﻿ / ﻿47.71250°N 13.79361°E﻿ / 47.71250; 13.79361﻿ (1453. Schönberg / Wildenkogel (2093 m))
","Totes Gebirge
","II/B-25.III-A
","Styria
","AT
",,,,,,,,,
413,413,"1454
","Mont Chauffé
",2093,399,"46°18′33″N 06°45′38″E﻿ / ﻿46.30917°N 6.76056°E﻿ / 46.30917; 6.76056﻿ (1454. Mont Chauffé (2093 m))
","Chablais Alps
","I/B-08.III-B
","Haute-Savoie
","FR
",,,,,,,,,
414,414,"1455
","Schrattenfluh (Hengst)
",2092,776,"46°50′03″N 07°57′28″E﻿ / ﻿46.83417°N 7.95778°E﻿ / 46.83417; 7.95778﻿ (1455. Schrattenfluh (Hengst) (2092 m))
","Emmental Alps
","I/B-14.III-A
","Lucerne
","CH
",,,,,,,,,
415,415,"1456
","Schatzbichl
",2090,536,"46°43′27″N 12°54′43″E﻿ / ﻿46.72417°N 12.91194°E﻿ / 46.72417; 12.91194﻿ (1456. Schatzbichl (2090 m))
","Gailtal Alps
","II/C-33.II-C
","Carinthia
","AT
",,,,,,,,,
416,416,"1457
","Il Palone
",2090,529,"46°01′37″N 11°03′31″E﻿ / ﻿46.02694°N 11.05861°E﻿ / 46.02694; 11.05861﻿ (1457. Il Palone (2090 m))
","Garda Mountains
","II/C-30.II-C
","Trentino
","IT
",,,,,,,,,
417,417,"1458
","Pointe d'Angolon
",2090,430,"46°08′17″N 06°43′51″E﻿ / ﻿46.13806°N 6.73083°E﻿ / 46.13806; 6.73083﻿ (1458. Pte d'Angolon (2090 m))
","Chablais Alps
","I/B-08.III-A
","Haute-Savoie
","FR
",,,,,,,,,
418,418,"1459
","Diedamskopf [de]
",2090,303,"47°20′47″N 10°01′32″E﻿ / ﻿47.34639°N 10.02556°E﻿ / 47.34639; 10.02556﻿ (1459. Diedamskopf (2090 m))
","Allgäu Alps
","II/B-22.II-A
","Vorarlberg
","AT
",,,,,,,,,
419,419,"1460
","Itonskopf
",2089,610,"47°06′58″N 09°56′00″E﻿ / ﻿47.11611°N 9.93333°E﻿ / 47.11611; 9.93333﻿ (1460. Itonskopf (2089 m))
","Verwall Alps
","II/A-15.VI-C
","Vorarlberg
","AT
",,,,,,,,,
420,420,"1461
","Jôf di Miezegnot [it]
",2087,695,"46°28′36″N 13°27′12″E﻿ / ﻿46.47667°N 13.45333°E﻿ / 46.47667; 13.45333﻿ (1461. Jôf di Miezegnot (2087 m))
","Julian Alps
","II/C-34.I-A
","Udine
","IT
",,,,,,,,,
421,421,"1462
","Pic Grillon
",2087,407,"44°45′05″N 05°55′04″E﻿ / ﻿44.75139°N 5.91778°E﻿ / 44.75139; 5.91778﻿ (1462. Pic Grillon (2087 m))
","Dévoluy Mountains
","I/A-06.I-A
","Hautes-Alpes / Isère
","FR
",,,,,,,,,
422,422,"1463
","Krottenkopf
",2086,1156,"47°32′42″N 11°11′36″E﻿ / ﻿47.54500°N 11.19333°E﻿ / 47.54500; 11.19333﻿ (1463. Krottenkopf (2086 m))
","Bavarian Prealps
","II/B-22.IV-A
","Bavaria
","DE
",,,,,,,,,
423,423,"1464
","Montagne Durbonas
",2086,393,"44°36′40″N 05°45′34″E﻿ / ﻿44.61111°N 5.75944°E﻿ / 44.61111; 5.75944﻿ (1464. Montagne Durbonas (2086 m))
","Dévoluy Mountains
","I/A-06.I-B
","Hautes-Alpes
","FR
",,,,,,,,,
424,424,"1465
","Mont de l'Arpille
",2085,557,"46°04′38″N 07°00′24″E﻿ / ﻿46.07722°N 7.00667°E﻿ / 46.07722; 7.00667﻿ (1465. Mont de l'Arpille (2085 m))
","Mont Blanc massif
","I/B-07.V-C
","Valais
","CH
",,,,,,,,,
425,425,"1466
","Seebergspitze [de]
",2085,529,"47°27′58″N 11°40′47″E﻿ / ﻿47.46611°N 11.67972°E﻿ / 47.46611; 11.67972﻿ (1466. Seebergspitze (2085 m))
","Karwendel
","II/B-21.IV-B
","North Tyrol
","AT
",,,,,,,,,
426,426,"1467
","Mont Aiguille
",2085,465,"44°50′31″N 05°33′09″E﻿ / ﻿44.84194°N 5.55250°E﻿ / 44.84194; 5.55250﻿ (1467. Mont Aig. (2085 m))
","Vercors Massif
","I/A-06.III-A
","Isère
","FR
",,,,,,,,,
427,427,"1468
","Monte Zelo
",2083,532,"46°15′48″N 12°05′33″E﻿ / ﻿46.26333°N 12.09250°E﻿ / 46.26333; 12.09250﻿ (1468. Monte Zelo (2083 m))
","Dolomites – SE
","II/C-31.II-B
","Belluno
","IT
",,,,,,,,,
428,428,"1469
","Zadnjiški Ozebnik
",2083,450,"46°22′10″N 13°46′56″E﻿ / ﻿46.36944°N 13.78222°E﻿ / 46.36944; 13.78222﻿ (1469. Zadnjiški Ozebnik (2083 m))
","Julian Alps
","II/C-34.I-E
","Slovenia
","SI
",,,,,,,,,
429,429,"
","Krofička
",2083,291,"46°22′28″N 14°38′45″E﻿ / ﻿46.37444°N 14.64583°E﻿ / 46.37444; 14.64583﻿ (Krofička (2083 m))
","Kamnik Alps
","II/C-35.II-B
","Slovenia
","SI
",,,,,,,,,
430,430,"1470
","Chamechaude
",2082,1771,"45°17′17″N 05°47′24″E﻿ / ﻿45.28806°N 5.79000°E﻿ / 45.28806; 5.79000﻿ (1470. Chamechaude (2082 m))
","Chartreuse Mts
","I/B-08.VI-B
","Isère
","FR
",,,,,,,,,
431,431,"1471
","Hochplatte
",2082,967,"47°33′08″N 10°50′33″E﻿ / ﻿47.55222°N 10.84250°E﻿ / 47.55222; 10.84250﻿ (1471. Hochplatte (2082 m))
","Ammergau Alps
","II/B-22.III-B
","Bavaria
","DE
",,,,,,,,,
432,432,"1472
","Trenchtling (Hochturm)
",2081,515,"47°32′04″N 15°00′29″E﻿ / ﻿47.53444°N 15.00806°E﻿ / 47.53444; 15.00806﻿ (1472. Trenchtling (Hochturm) (2081 m))
","Hochschwab
","II/B-26.II-A
","Styria
","AT
",,,,,,,,,
433,433,"1473
","Breithorn
",2081,375,"47°12′41″N 09°54′51″E﻿ / ﻿47.21139°N 9.91417°E﻿ / 47.21139; 9.91417﻿ (1473. Breithorn (2081 m))
","Lechquellen Mts
","II/B-21.II-A
","Vorarlberg
","AT
",,,,,,,,,
434,434,"1474
","Monte Altissimo di Nago
",2079,653,"45°48′37″N 10°53′20″E﻿ / ﻿45.81028°N 10.88889°E﻿ / 45.81028; 10.88889﻿ (1474. Monte Altissimo di Nago (2079 m))
","Garda Mountains
","II/C-30.II-C
","Trentino
","IT
",,,,,,,,,
435,435,"1475
","Ladinger Spitz [de]
",2079,435,"46°51′12″N 14°39′03″E﻿ / ﻿46.85333°N 14.65083°E﻿ / 46.85333; 14.65083﻿ (1475. Ladinger Spitz (2079 m))
","Lavanttal Alps
","II/A-19.II-C
","Carinthia
","AT
",,,,,,,,,
436,436,"1476
","Rinderberg
",2079,371,"46°30′19″N 07°21′25″E﻿ / ﻿46.50528°N 7.35694°E﻿ / 46.50528; 7.35694﻿ (1476. Rinderberg (2079 m))
","Bernese Alps
","I/B-14.II-A
","Bern
","CH
",,,,,,,,,
437,437,"1477
","Turnen
",2079,343,"46°37′40″N 07°29′33″E﻿ / ﻿46.62778°N 7.49250°E﻿ / 46.62778; 7.49250﻿ (1477. Turnen (2079 m))
","Bernese Alps
","I/B-14.II-A
","Bern
","CH
",,,,,,,,,
438,438,"1478
","Vorderunnütz
",2078,591,"47°30′53″N 11°44′20″E﻿ / ﻿47.51472°N 11.73889°E﻿ / 47.51472; 11.73889﻿ (1478. Vorderunnütz (2078 m))
","Brandenberg Alps
","II/B-21.V-A
","North Tyrol
","AT
",,,,,,,,,
439,439,"1479
","Klosterwappen
",2076,1348,"47°46′02″N 15°48′18″E﻿ / ﻿47.76722°N 15.80500°E﻿ / 47.76722; 15.80500﻿ (1479. Klosterwappen (2076 m))
","Rax-Schneeberg Group
","II/B-26.II-C
","Lower Austria
","AT
",,,,,,,,,
440,440,"1480
","Cima del Cacciatore / Kamniti Lovec
",2071,595,"46°27′53″N 13°31′41″E﻿ / ﻿46.46472°N 13.52806°E﻿ / 46.46472; 13.52806﻿ (1480. Cima del Cacciatore / Kamniti Lovec (2071 m))
","Julian Alps
","II/C-34.I-A
","Udine
","IT
",,,,,,,,,
441,441,"1481
","Stadelstein
",2070,418,"47°29′23″N 14°51′25″E﻿ / ﻿47.48972°N 14.85694°E﻿ / 47.48972; 14.85694﻿ (1481. Stadelstein (2070 m))
","Ennstal Alps
","II/B-26.I-C
","Styria
","AT
",,,,,,,,,
442,442,"1482
","Monte Coppolo
",2069,449,"46°04′58″N 11°42′39″E﻿ / ﻿46.08278°N 11.71083°E﻿ / 46.08278; 11.71083﻿ (1482. Monte Coppolo (2069 m))
","Fiemme Mountains
","II/C-31.V-B
","Trentino
","IT
",,,,,,,,,
443,443,"1483
","Hirscheck
",2068,313,"47°37′39″N 14°07′23″E﻿ / ﻿47.62750°N 14.12306°E﻿ / 47.62750; 14.12306﻿ (1483. Hirscheck (2068 m))
","Totes Gebirge
","II/B-25.III-B
","Styria / Upper Austria
","AT
",,,,,,,,,
444,444,"1484
","Monte Resettum
",2067,635,"46°14′23″N 12°34′38″E﻿ / ﻿46.23972°N 12.57722°E﻿ / 46.23972; 12.57722﻿ (1484. Monte Resettum (2067 m))
","Carnic Prealps
","II/C-33.III-B
","Pordenone
","IT
",,,,,,,,,
445,445,"1485
","Col Gentile
",2067,340,"46°27′58″N 12°48′20″E﻿ / ﻿46.46611°N 12.80556°E﻿ / 46.46611; 12.80556﻿ (1485. Col Gentile (2067 m))
","Carnic Alps
","II/C-33.I-C
","Udine
","IT
",,,,,,,,,
446,446,"1486
","Padauner Kogel
",2066,475,"47°02′34″N 11°30′27″E﻿ / ﻿47.04278°N 11.50750°E﻿ / 47.04278; 11.50750﻿ (1486. Padauner Kogel (2066 m))
","Zillertal Alps
","II/A-17.I-A
","North Tyrol
","AT
",,,,,,,,,
447,447,"1487
","Dosso Alto [it]
",2065,411,"45°48′48″N 10°25′01″E﻿ / ﻿45.81333°N 10.41694°E﻿ / 45.81333; 10.41694﻿ (1487. Dosso Alto (2065 m))
","Brescia Prealps
","II/C-30.I-B
","Brescia
","IT
",,,,,,,,,
448,448,"1488
","Creta Grauzaria [it]
",2065,375,"46°28′03″N 13°09′45″E﻿ / ﻿46.46750°N 13.16250°E﻿ / 46.46750; 13.16250﻿ (1488. Creta Grauzaria (2065 m))
","Carnic Alps
","II/C-33.I-D
","Udine
","IT
",,,,,,,,,
449,449,"1489
","Großer Woising
",2064,312,"47°42′58″N 13°54′14″E﻿ / ﻿47.71611°N 13.90389°E﻿ / 47.71611; 13.90389﻿ (1489. Großer Woising (2064 m))
","Totes Gebirge
","II/B-25.III-A
","Styria / Upper Austria
","AT
",,,,,,,,,
450,450,"1490
","Chateau Lebrun
",2064,301,"44°48′08″N 06°31′48″E﻿ / ﻿44.80222°N 6.53000°E﻿ / 44.80222; 6.53000﻿ (1490. Chateau Lebrun (2064 m))
","Massif des Écrins
","I/A-05.III-C
","Hautes-Alpes
","FR
",,,,,,,,,
451,451,"1491
","Burgfeldstand
",2063,508,"46°43′20″N 07°47′41″E﻿ / ﻿46.72222°N 7.79472°E﻿ / 46.72222; 7.79472﻿ (1491. Burgfeldstand (2063 m))
","Emmental Alps
","I/B-14.II-C
","Bern
","CH
",,,,,,,,,
452,452,"1492
","Dent de Cons
",2062,1155,"45°43′47″N 06°21′06″E﻿ / ﻿45.72972°N 6.35167°E﻿ / 45.72972; 6.35167﻿ (1492. Dent de Cons (2062 m))
","Bauges
","I/B-08.V-A
","Savoie / Haute-Savoie
","FR
",,,,,,,,,
453,453,"1493
","Raduha
",2062,803,"46°24′35″N 14°44′18″E﻿ / ﻿46.40972°N 14.73833°E﻿ / 46.40972; 14.73833﻿ (1493. Raduha (2062 m))
","Kamnik Alps
","II/C-35.II-C
","Slovenia
","SI
",,,,,,,,,
454,454,"1494
","Dent de Crolles
",2062,690,"45°18′30″N 05°51′25″E﻿ / ﻿45.30833°N 5.85694°E﻿ / 45.30833; 5.85694﻿ (1494. Dent de Crolles (2062 m))
","Chartreuse Mts
","I/B-08.VI-A
","Isère
","FR
",,,,,,,,,
455,455,"1495
","Monte Dosaip
",2062,562,"46°17′02″N 12°38′13″E﻿ / ﻿46.28389°N 12.63694°E﻿ / 46.28389; 12.63694﻿ (1495. Monte Dosaip (2062 m))
","Carnic Prealps
","II/C-33.III-B
","Pordenone
","IT
",,,,,,,,,
456,456,"1496
","Monte Agaro
",2062,452,"46°05′37″N 11°39′28″E﻿ / ﻿46.09361°N 11.65778°E﻿ / 46.09361; 11.65778﻿ (1496. Monte Agaro (2062 m))
","Fiemme Mountains
","II/C-31.V-B
","Trentino
","IT
",,,,,,,,,
457,457,"1497
","Pic Melette
",2062,392,"44°37′37″N 06°00′53″E﻿ / ﻿44.62694°N 6.01472°E﻿ / 44.62694; 6.01472﻿ (1497. Pic Melette (2062 m))
","Dévoluy Mountains
","I/A-06.I-A
","Hautes-Alpes
","FR
",,,,,,,,,
458,458,"1498
","Begunjščica
",2060,518,"46°25′17″N 14°13′45″E﻿ / ﻿46.42139°N 14.22917°E﻿ / 46.42139; 14.22917﻿ (1498. Begunjščica (2060 m))
","Karawanks
","II/C-35.I-A
","Slovenia
","SI
",,,,,,,,,
459,459,"1499
","Monte Stivo
",2059,489,"45°55′14″N 10°57′49″E﻿ / ﻿45.92056°N 10.96361°E﻿ / 45.92056; 10.96361﻿ (1499. Monte Stivo (2059 m))
","Garda Mountains
","II/C-30.II-C
","Trentino
","IT
",,,,,,,,,
460,460,"1500
","Monte Toff
",2058,481,"46°06′24″N 10°47′18″E﻿ / ﻿46.10667°N 10.78833°E﻿ / 46.10667; 10.78833﻿ (1500. Monte Toff (2058 m))
","Brenta Dolomites
","II/C-28.IV-A
","Trentino
","IT
",,,,,,,,,
461,461,"1501
","Oisternig / Ojstrnik [it]
",2052,620,"46°33′56″N 13°30′00″E﻿ / ﻿46.56556°N 13.50000°E﻿ / 46.56556; 13.50000﻿ (1501. Oisternig / Ojstrnik (2052 m))
","Carnic Alps
","II/C-33.I-B
","Carinthia / Udine
","AT/IT
",,,,,,,,,
462,462,"1502
","Mont Jocou [fr]
",2051,594,"44°43′27″N 05°38′51″E﻿ / ﻿44.72417°N 5.64750°E﻿ / 44.72417; 5.64750﻿ (1502. Mont Jocou (2051 m))
","Diois Massif [fr]
","I/A-06.III-A
","Isère / Drôme
","FR
",,,,,,,,,
463,463,"1503
","Sigriswiler Rothorn
",2051,372,"46°43′50″N 07°46′14″E﻿ / ﻿46.73056°N 7.77056°E﻿ / 46.73056; 7.77056﻿ (1503. Sigriswiler Rothorn (2051 m))
","Emmental Alps
","I/B-14.II-C
","Bern
","CH
",,,,,,,,,
464,464,"1504
","Mont Lachat de Chatillon
",2050,322,"45°57′35″N 06°28′36″E﻿ / ﻿45.95972°N 6.47667°E﻿ / 45.95972; 6.47667﻿ (1504. Mont Lachat de Chatillon (2050 m))
","Bornes Massif
","I/B-08.IV-B
","Haute-Savoie
","FR
",,,,,,,,,
465,465,"1505
","Roc Cornafion [fr]
",2049,420,"45°03′48″N 05°36′09″E﻿ / ﻿45.06333°N 5.60250°E﻿ / 45.06333; 5.60250﻿ (1505. Roc Cornafion (2049 m))
","Vercors Massif
","I/A-06.III-A
","Isère
","FR
",,,,,,,,,
466,466,"1506
","Stoderzinken [de]
",2048,318,"47°27′34″N 13°49′44″E﻿ / ﻿47.45944°N 13.82889°E﻿ / 47.45944; 13.82889﻿ (1506. Stoderzinken (2048 m))
","Dachstein Mts
","II/B-25.I-C
","Styria
","AT
",,,,,,,,,
467,467,"1507
","Säuling
",2047,695,"47°32′06″N 10°45′21″E﻿ / ﻿47.53500°N 10.75583°E﻿ / 47.53500; 10.75583﻿ (1507. Säuling (2047 m))
","Ammergau Alps
","II/B-22.III-B
","North Tyrol / Bavaria
","AT/DE
",,,,,,,,,
468,468,"1508
","Hundsrügg
",2047,414,"46°33′24″N 07°18′19″E﻿ / ﻿46.55667°N 7.30528°E﻿ / 46.55667; 7.30528﻿ (1508. Hundsrügg (2047 m))
","Fribourg Prealps
","I/B-14.I-B
","Bern
","CH
",,,,,,,,,
469,469,"1509
","Mont Colombier
",2045,1095,"45°38′39″N 06°07′11″E﻿ / ﻿45.64417°N 6.11972°E﻿ / 45.64417; 6.11972﻿ (1509. Mont Colombier (2045 m))
","Bauges
","I/B-08.V-B
","Savoie
","FR
",,,,,,,,,
470,470,"1510
","Spielberghorn [nl]
",2044,725,"47°25′56″N 12°37′58″E﻿ / ﻿47.43222°N 12.63278°E﻿ / 47.43222; 12.63278﻿ (1510. Spielberghorn (2044 m))
","Kitzbühel Alps
","II/B-23.II-C
","North Tyrol / Salzburg
","AT
",,,,,,,,,
471,471,"1511
","Monte Barone
",2044,602,"45°44′06″N 08°09′18″E﻿ / ﻿45.73500°N 8.15500°E﻿ / 45.73500; 8.15500﻿ (1511. Monte Barone (2044 m))
","Biellese Alps
","I/B-09.IV-A
","Biella
","IT
",,,,,,,,,
472,472,"1512
","Kanisfluh (Holenke)
",2044,410,"47°19′54″N 09°55′37″E﻿ / ﻿47.33167°N 9.92694°E﻿ / 47.33167; 9.92694﻿ (1512. Kanisfluh (Holenke) (2044 m))
","Bregenz Forest Mts
","II/B-22.I-A
","Vorarlberg
","AT
",,,,,,,,,
473,473,"1513
","Güpfi
",2043,381,"46°47′46″N 08°11′43″E﻿ / ﻿46.79611°N 8.19528°E﻿ / 46.79611; 8.19528﻿ (1513. Güpfi (2043 m))
","Uri Alps
","I/B-12.I-B
","Obwalden
","CH
",,,,,,,,,
474,474,"1514
","Rochers de Naye
",2042,590,"46°25′55″N 06°58′34″E﻿ / ﻿46.43194°N 6.97611°E﻿ / 46.43194; 6.97611﻿ (1514. Rochers de Naye (2042 m))
","Vaud Alps
","I/B-14.I-A
","Vaud
","CH
",,,,,,,,,
475,475,"1515
","Pointe de Bellevue
",2042,355,"46°15′27″N 06°53′15″E﻿ / ﻿46.25750°N 6.88750°E﻿ / 46.25750; 6.88750﻿ (1515. Pte de Bellevue (2042 m))
","Chablais Alps
","I/B-08.III-B
","Valais
","CH
",,,,,,,,,
476,476,"1516
","Le Glandasse (Pié Ferré) [fr]
",2041,403,"44°44′14″N 05°28′17″E﻿ / ﻿44.73722°N 5.47139°E﻿ / 44.73722; 5.47139﻿ (1516. Le Glandasse (Pié Ferré) (2041 m))
","Vercors Massif
","I/A-06.III-A
","Drôme
","FR
",,,,,,,,,
477,477,"1517
","Fürstein
",2040,481,"46°53′44″N 08°04′11″E﻿ / ﻿46.89556°N 8.06972°E﻿ / 46.89556; 8.06972﻿ (1517. Fürstein (2040 m))
","Emmental Alps
","I/B-14.III-A
","Lucerne / Obwalden
","CH
",,,,,,,,,
478,478,"1518
","Saldeiner Spitze
",2036,340,"47°23′56″N 10°31′56″E﻿ / ﻿47.39889°N 10.53222°E﻿ / 47.39889; 10.53222﻿ (1518. Saldeiner Spitze (2036 m))
","Allgäu Alps
","II/B-22.II-C
","North Tyrol
","AT
",,,,,,,,,
479,479,"
","Leobner
",2036,297,"47°29′39″N 14°39′00″E﻿ / ﻿47.49417°N 14.65000°E﻿ / 47.49417; 14.65000﻿ (Leobner (2036 m))
","Ennstal Alps
","II/B-26.I-C
","Styria
","AT
",,,,,,,,,
480,480,"1519
","Tamischbachturm
",2035,584,"47°36′53″N 14°41′57″E﻿ / ﻿47.61472°N 14.69917°E﻿ / 47.61472; 14.69917﻿ (1519. Tamischbachturm (2035 m))
","Ennstal Alps
","II/B-26.I-B
","Styria
","AT
",,,,,,,,,
481,481,"1520
","Monte Curie
",2035,468,"46°35′44″N 12°36′49″E﻿ / ﻿46.59556°N 12.61361°E﻿ / 46.59556; 12.61361﻿ (1520. Monte Curie (2035 m))
","Carnic Alps
","II/C-33.I-A
","Belluno
","IT
",,,,,,,,,
482,482,"1521
","Griesmauerkogel
",2034,357,"47°33′04″N 14°59′01″E﻿ / ﻿47.55111°N 14.98361°E﻿ / 47.55111; 14.98361﻿ (1521. Griesmauerkogel (2034 m))
","Hochschwab
","II/B-26.II-A
","Styria
","AT
",,,,,,,,,
483,483,"1522
","Tête Grosse [fr]
",2032,330,"44°19′53″N 06°16′26″E﻿ / ﻿44.33139°N 6.27389°E﻿ / 44.33139; 6.27389﻿ (1522. Tête Grosse (2032 m))
","Provence Alps
","I/A-03.II-B
","Alpes-de-Haute-Provence
","FR
",,,,,,,,,
484,484,"1523
","Gamsfeld
",2027,1070,"47°37′23″N 13°28′52″E﻿ / ﻿47.62306°N 13.48111°E﻿ / 47.62306; 13.48111﻿ (1523. Gamsfeld (2027 m))
","Salzkammergut Mts
","II/B-25.II-A
","Salzburg
","AT
",,,,,,,,,
485,485,"1524
","Grand Som
",2026,887,"45°22′16″N 05°48′47″E﻿ / ﻿45.37111°N 5.81306°E﻿ / 45.37111; 5.81306﻿ (1524. Grand Som (2026 m))
","Chartreuse Mts
","I/B-08.VI-A
","Isère
","FR
",,,,,,,,,
486,486,"1525
","Fleischbank [de]
",2026,472,"47°28′44″N 11°31′10″E﻿ / ﻿47.47889°N 11.51944°E﻿ / 47.47889; 11.51944﻿ (1525. Fleischbank (2026 m))
","Karwendel
","II/B-21.IV-B
","North Tyrol
","AT
",,,,,,,,,
487,487,"1526
","Pointe d'Aveneyre
",2026,405,"46°25′02″N 07°00′17″E﻿ / ﻿46.41722°N 7.00472°E﻿ / 46.41722; 7.00472﻿ (1526. Pte d'Aveneyre (2026 m))
","Vaud Alps
","I/B-14.I-A
","Vaud
","CH
",,,,,,,,,
488,488,"1527
","Raut [it]
",2025,524,"46°13′20″N 12°38′58″E﻿ / ﻿46.22222°N 12.64944°E﻿ / 46.22222; 12.64944﻿ (1527. Raut (2025 m))
","Carnic Prealps
","II/C-33.III-B
","Pordenone
","IT
",,,,,,,,,
489,489,"1528
","Kosiak / Geißberg [de]
",2024,310,"46°27′11″N 14°10′54″E﻿ / ﻿46.45306°N 14.18167°E﻿ / 46.45306; 14.18167﻿ (1528. Kosiak / Geißberg (2024 m))
","Karawanks
","II/C-35.I-A
","Carinthia
","AT
",,,,,,,,,
490,490,"1529
","Mont Lachat
",2023,1064,"45°55′38″N 06°21′04″E﻿ / ﻿45.92722°N 6.35111°E﻿ / 45.92722; 6.35111﻿ (1529. Mont Lachat (2023 m))
","Bornes Massif
","I/B-08.IV-B
","Haute-Savoie
","FR
",,,,,,,,,
491,491,"1530
","Schreckenspitze [de]
",2022,342,"47°30′00″N 11°38′58″E﻿ / ﻿47.50000°N 11.64944°E﻿ / 47.50000; 11.64944﻿ (1530. Schreckenspitze (2022 m))
","Karwendel
","II/B-21.IV-B
","North Tyrol
","AT
",,,,,,,,,
492,492,"1531
","Monte Alben [it]
",2019,781,"45°51′44″N 09°46′55″E﻿ / ﻿45.86222°N 9.78194°E﻿ / 45.86222; 9.78194﻿ (1531. Monte Alben (2019 m))
","Bergamasque Prealps
","II/C-29.II-B
","Bergamo
","IT
",,,,,,,,,
493,493,"1532
","Céüse
",2016,1040,"44°30′32″N 05°57′43″E﻿ / ﻿44.50889°N 5.96194°E﻿ / 44.50889; 5.96194﻿ (1532. Céüse (2016 m))
","Bochaine
","I/A-06.II-A
","Hautes-Alpes
","FR
",,,,,,,,,
494,494,"1533
","Monte Verena
",2015,595,"45°55′52″N 11°24′49″E﻿ / ﻿45.93111°N 11.41361°E﻿ / 45.93111; 11.41361﻿ (1533. Monte Verena (2015 m))
","Vicentine Alps
","II/C-32.I-A
","Vicenza
","IT
",,,,,,,,,
495,495,"1534
","Dent de Lys
",2014,505,"46°30′28″N 07°00′11″E﻿ / ﻿46.50778°N 7.00306°E﻿ / 46.50778; 7.00306﻿ (1534. Dent de Lys (2014 m))
","Fribourg Prealps
","I/B-14.I-B
","Fribourg
","CH
",,,,,,,,,
496,496,"1535
","Montagne de l'Ubac
",2010,448,"44°15′40″N 06°24′50″E﻿ / ﻿44.26111°N 6.41389°E﻿ / 44.26111; 6.41389﻿ (1535. Montagne de l'Ubac (2010 m))
","Provence Alps
","I/A-03.I-A
","Alpes-de-Haute-Provence
","FR
",,,,,,,,,
497,497,"1536
","Bäderhorn
",2009,404,"46°36′48″N 07°19′39″E﻿ / ﻿46.61333°N 7.32750°E﻿ / 46.61333; 7.32750﻿ (1536. Bäderhorn (2009 m))
","Fribourg Prealps
","I/B-14.I-B
","Bern
","CH
",,,,,,,,,
