,"Rank[Note 1]
","Mountain
","Height(m)[1]
","Drop (m)[Note 2]
","Coordinates[2]
","Range [Note 3]
","Range[Note 4]
","Region [Note 5]
","Country
"
499,"1538
","Corna Blacca
",2006.0,327.0,"45°47′29″N 10°22′50″E﻿ / ﻿45.79139°N 10.38056°E﻿ / 45.79139; 10.38056﻿ (1538. Corna Blacca  (2006 m))
","Brescia Prealps
","II/C-30.I-B
","Brescia
","IT
"
500,"1539
","Dristenkopf
",2005.0,361.0,"47°25′14″N 11°39′51″E﻿ / ﻿47.42056°N 11.66417°E﻿ / 47.42056; 11.66417﻿ (1539. Dristenkopf (2005 m))
","Karwendel
","II/B-21.IV-A
","North Tyrol
","AT
"
501,"1540
","Montagne de Sous Dine
",2004.0,579.0,"46°00′14″N 06°19′43″E﻿ / ﻿46.00389°N 6.32861°E﻿ / 46.00389; 6.32861﻿ (1540. Montagne de Sous Dine (2004 m))
","Bornes Massif
","I/B-08.IV-B
","Haute-Savoie
","FR
"
502,"1541
","Golz
",2004.0,443.0,"46°40′17″N 13°21′57″E﻿ / ﻿46.67139°N 13.36583°E﻿ / 46.67139; 13.36583﻿ (1541. Golz (2004 m))
","Gailtal Alps
","II/C-33.II-E
","Salzburg
","AT
"
503,"1542
","Pizzo Ruscada
",2004.0,330.0,"46°10′39″N 08°35′34″E﻿ / ﻿46.17750°N 8.59278°E﻿ / 46.17750; 8.59278﻿ (1542. Pizzo Ruscada (2004 m))
","Ticino Alps
","I/B-10.II-B
","Ticino
","CH
"
504,"1543
","Brandstein
",2003.0,446.0,"47°36′03″N 14°58′58″E﻿ / ﻿47.60083°N 14.98278°E﻿ / 47.60083; 14.98278﻿ (1543. Brandstein (2003 m))
","Hochschwab
","II/B-26.II-A
","Styria
","AT
"
505,"1544
","Moléson
",2002.0,512.0,"46°32′56″N 07°01′02″E﻿ / ﻿46.54889°N 7.01722°E﻿ / 46.54889; 7.01722﻿ (1544. Moléson (2002 m))
","Fribourg Prealps
","I/B-14.I-B
","Fribourg
","CH
"
506,"1545
","Vordere Kesselschneid
",2001.0,603.0,"47°36′24″N 12°16′39″E﻿ / ﻿47.60667°N 12.27750°E﻿ / 47.60667; 12.27750﻿ (1545. Vordere Kesselschneid (2001 m))
","Kaiser Mountains
","II/B-21.VI-B
","North Tyrol
","AT
"
507,"1546
","Poludnig / Poludnik [sl]
",1999.0,529.0,"46°34′19″N 13°24′37″E﻿ / ﻿46.57194°N 13.41028°E﻿ / 46.57194; 13.41028﻿ (1546. Poludnig / Poludnik (1999 m))
","Carnic Alps
","II/C-33.I-B
","Carinthia / Udine
","AT/IT
"
508,"1547
","Monte Venturosa
",1999.0,471.0,"45°55′47″N 09°36′57″E﻿ / ﻿45.92972°N 9.61583°E﻿ / 45.92972; 9.61583﻿ (1547. Monte Venturosa (1999 m))
","Bergamo Alps
","II/C-29.I-B
","Bergamo
","IT
"
509,"1548
","Pointe de Marcelly [fr]
",1999.0,440.0,"46°07′43″N 06°34′32″E﻿ / ﻿46.12861°N 6.57556°E﻿ / 46.12861; 6.57556﻿ (1548. Pte de Marcelly (1999 m))
","Chablais Alps
","I/B-08.III-C
","Haute-Savoie
","FR
"
510,"1549
","Monte Scinauz [it]
",1999.0,369.0,"46°31′56″N 13°21′50″E﻿ / ﻿46.53222°N 13.36389°E﻿ / 46.53222; 13.36389﻿ (1549. Monte Scinauz (1999 m))
","Carnic Alps
","II/C-33.I-B
","Udine
","IT
"
511,"1550
","Puy de Rent [fr]
",1996.0,556.0,"44°01′17″N 06°35′27″E﻿ / ﻿44.02139°N 6.59083°E﻿ / 44.02139; 6.59083﻿ (1550. Puy de Rent (1996 m))
","Maritime Alps
","I/A-02.I-E
","Alpes-de-Haute-Provence
","FR
"
512,"1551
","Kitzbüheler Horn
",1996.0,516.0,"47°28′34″N 12°25′48″E﻿ / ﻿47.47611°N 12.43000°E﻿ / 47.47611; 12.43000﻿ (1551. Kitzbüheler Horn (1996 m))
","Kitzbühel Alps
","II/B-23.II-C
","North Tyrol
","AT
"
