,"Rank[Note 1]
","Mountain
","Height(m)[1]
","Drop (m)[Note 2]
","Coordinates[2]
","Range [Note 3]
","Range[Note 4]
","Region [Note 5]
","Country
","First[3]ascent
"
491,"1013
","Mohnenfluh
",2542.0,387.0,"47°13′56″N 10°06′08″E﻿ / ﻿47.23222°N 10.10222°E﻿ / 47.23222; 10.10222﻿ (1013. Mohnenfluh (2542 m))
","Lechquellen Mts
","II/B-21.II-A
","Vorarlberg
","AT
","
"
492,"1014
","Pöngertlekopf & Pfaffeneck[Note 14]
",2539.0,632.0,"47°10′27″N 10°02′04″E﻿ / ﻿47.17417°N 10.03444°E﻿ / 47.17417; 10.03444﻿ (1014. Pöngertlekopf & Pfaffeneck  (2539 m))
","Lechquellen Mts
","II/B-21.II-A
","Vorarlberg
","AT
","
"
493,"1015
","Östliche Karwendelspitze
",2537.0,734.0,"47°26′42″N 11°25′19″E﻿ / ﻿47.44500°N 11.42194°E﻿ / 47.44500; 11.42194﻿ (1015. Östliche Karwendelspitze (2537 m))
","Karwendel
","II/B-21.IV-A
","N-Tyrol/Bavaria
","AT/DE
","1870
"
494,"1016
","Pizzo Cavregasco
",2535.0,334.0,"46°14′22″N 09°16′35″E﻿ / ﻿46.23944°N 9.27639°E﻿ / 46.23944; 9.27639﻿ (1016. Pizzo Cavregasco (2535 m))
","Adula Alps
","I/B-10.III-D
","Como/Sondrio
","IT
","
"
495,"1017
","Glogghüs
",2534.0,554.0,"46°45′38″N 08°15′45″E﻿ / ﻿46.76056°N 8.26250°E﻿ / 46.76056; 8.26250﻿ (1017. Glogghüs (2534 m))
","Urner Alps
","I/B-14.III-B
","Bern/Obwalden
","CH
","
"
496,"1018
","Hochwang
",2534.0,417.0,"46°52′27″N 09°37′59″E﻿ / ﻿46.87417°N 9.63306°E﻿ / 46.87417; 9.63306﻿ (1018. Hochwang (2534 m))
","Plessur Alps
","II/A-15.VII-A
","Graubünden
","CH
","
"
497,"1019
","Pointe de Comborsier
",2534.0,403.0,"45°36′37″N 06°30′56″E﻿ / ﻿45.61028°N 6.51556°E﻿ / 45.61028; 6.51556﻿ (1019. Pte de Comborsier (2534 m))
","Beaufortain Massif
","I/B-07.VI-A
","Savoie
","FR
","
"
498,"1020
","Großer Widderstein
",2533.0,845.0,"47°17′05″N 10°07′45″E﻿ / ﻿47.28472°N 10.12917°E﻿ / 47.28472; 10.12917﻿ (1020. Großer Widderstein (2533 m))
","Allgäu Alps
","II/B-22.II-C
","Vorarlberg
","AT
","1669
"
499,"1021
","Cima Quarazza
",2530.0,413.0,"46°07′47″N 11°34′12″E﻿ / ﻿46.12972°N 11.57000°E﻿ / 46.12972; 11.57000﻿ (1021. Cima Quarazza (2530 m))
","Fiemme Alps
","II/C-31.V-B
","Trentino
","IT
","
"
500,"1022
","Cima Coltorondo
",2530.0,350.0,"46°15′21″N 11°38′17″E﻿ / ﻿46.25583°N 11.63806°E﻿ / 46.25583; 11.63806﻿ (1022. Cima Coltorondo (2530 m))
","Fiemme Alps
","II/C-31.V-B
","Trentino
","IT
","
"
501,"1023
","Gurpitscheck
",2526.0,660.0,"47°12′39″N 13°36′53″E﻿ / ﻿47.21083°N 13.61472°E﻿ / 47.21083; 13.61472﻿ (1023. Gurpitscheck (2526 m))
","Niedere Tauern
","II/A-18.II-A
","Salzburg
","AT
","
"
502,"1024
","Gamskofel
",2526.0,467.0,"46°37′51″N 12°54′03″E﻿ / ﻿46.63083°N 12.90083°E﻿ / 46.63083; 12.90083﻿ (1024. Gamskofel (2526 m))
","Carnic Alps
","II/C-33.I-A
","Carinthia
","AT
","
"
503,"1025
","Mont Joly
",2525.0,536.0,"45°49′34″N 06°41′35″E﻿ / ﻿45.82611°N 6.69306°E﻿ / 45.82611; 6.69306﻿ (1025. Mont Joly (2525 m))
","Beaufortain Massif
","I/B-07.VI-B
","Haute-Savoie
","FR
","
"
504,"1026
","Magerrain
",2524.0,357.0,"47°01′59″N 09°13′12″E﻿ / ﻿47.03306°N 9.22000°E﻿ / 47.03306; 9.22000﻿ (1026. Magerrain (2524 m))
","Glarus Alps
","I/B-13.II-A
","Glarus/StGallen
","CH
","
"
505,"1027
","Hocheisspitze
",2523.0,410.0,"47°32′49″N 12°50′36″E﻿ / ﻿47.54694°N 12.84333°E﻿ / 47.54694; 12.84333﻿ (1027. Hocheisspitze (2523 m))
","Berchtesgaden Alps
","II/B-24.III-C
","Salzburg/Bavaria
","AT/DE
","1868
"
506,"1028
","Hoher Göll
",2522.0,789.0,"47°35′39″N 13°04′04″E﻿ / ﻿47.59417°N 13.06778°E﻿ / 47.59417; 13.06778﻿ (1028. Hoher Göll (2522 m))
","Berchtesgaden Alps
","II/B-24.III-B
","Salzburg/Bavaria
","AT/DE
","1800
"
507,"1029
","Presolana
",2521.0,725.0,"45°57′24″N 10°03′19″E﻿ / ﻿45.95667°N 10.05528°E﻿ / 45.95667; 10.05528﻿ (1029. Presolana (2521 m))
","Bergamasque Prealps
","II/C-29.II-C
","Bergamo
","IT
","1870
"
508,"1030
","Monte delle Scale
",2521.0,580.0,"46°30′09″N 10°19′36″E﻿ / ﻿46.50250°N 10.32667°E﻿ / 46.50250; 10.32667﻿ (1030. Monte delle Scale (2521 m))
","Livigno Alps
","II/A-15.IV-A
","Sondrio
","IT
","
"
509,"1031
","Tschuggen
",2521.0,460.0,"46°36′01″N 07°56′59″E﻿ / ﻿46.60028°N 7.94972°E﻿ / 46.60028; 7.94972﻿ (1031. Tschuggen (2521 m))
","Bernese Prealps
","I/B-14.II-B
","Bern
","CH
","
"
510,"1032
","Hochjoch [de]
",2520.0,547.0,"47°03′58″N 09°59′17″E﻿ / ﻿47.06611°N 9.98806°E﻿ / 47.06611; 9.98806﻿ (1032. Hochjoch (2520 m))
","Verwall
","II/A-15.VI-C
","Vorarlberg
","AT
","
"
511,"1033
","Dreispitz
",2520.0,523.0,"46°35′34″N 07°45′35″E﻿ / ﻿46.59278°N 7.75972°E﻿ / 46.59278; 7.75972﻿ (1033. Dreispitz (2520 m))
","Bernese Prealps
","I/B-14.II-B
","Bern
","CH
","
"
512,"1034
","Steinwand / Creta Verde
",2520.0,509.0,"46°38′34″N 12°47′32″E﻿ / ﻿46.64278°N 12.79222°E﻿ / 46.64278; 12.79222﻿ (1034. Steinwand / Creta Verde (2520 m))
","Carnic Alps
","II/C-33.I-A
","Carinthia/Udine
","AT/IT
","
"
513,"1035
","Cima di Bri
",2520.0,313.0,"46°18′19″N 08°53′03″E﻿ / ﻿46.30528°N 8.88417°E﻿ / 46.30528; 8.88417﻿ (1035. Cima di Bri (2520 m))
","Ticino Alps
","I/B-10.II-D
","Ticino
","CH
","
"
514,"1036
","Monte Seleron
",2519.0,458.0,"46°06′00″N 09°43′44″E﻿ / ﻿46.10000°N 9.72889°E﻿ / 46.10000; 9.72889﻿ (1036. Monte Seleron (2519 m))
","Bergamo Alps
","II/C-29.I-A
","Sondrio
","IT
","
"
515,"1037
","Großer Priel
",2515.0,1710.0,"47°43′01″N 14°03′48″E﻿ / ﻿47.71694°N 14.06333°E﻿ / 47.71694; 14.06333﻿ (1037. Großer Priel (2515 m))
","Totes Gebirge
","II/B-25.III-A
","Upper Austria
","AT
","1817
"
516,"1038
","Chaiserstock
",2515.0,470.0,"46°55′42″N 08°43′43″E﻿ / ﻿46.92833°N 8.72861°E﻿ / 46.92833; 8.72861﻿ (1038. Chaiserstock (2515 m))
","Schwyz Alps
","I/B-14.IV-A
","Schwyz/Uri
","CH
","
"
517,"1039
","Cima Busa Alta
",2513.0,331.0,"46°14′59″N 11°36′34″E﻿ / ﻿46.24972°N 11.60944°E﻿ / 46.24972; 11.60944﻿ (1039. Cima Busa Alta (2513 m))
","Fiemme Alps
","II/C-31.V-B
","Trentino
","IT
","
"
518,"1040
","Glanderspitze [de]
",2512.0,971.0,"47°08′54″N 10°39′42″E﻿ / ﻿47.14833°N 10.66167°E﻿ / 47.14833; 10.66167﻿ (1040. Glanderspitze (2512 m))
","Ötztal Alps
","II/A-16.I-C
","North Tyrol
","AT
","
"
519,"1041
","Pizzo Arera
",2512.0,691.0,"45°56′05″N 09°48′57″E﻿ / ﻿45.93472°N 9.81583°E﻿ / 45.93472; 9.81583﻿ (1041. Pizzo Arera (2512 m))
","Bergamasque Prealps
","II/C-29.II-B
","Bergamo
","IT
","
"
520,"1042
","Pizzo Alto
",2512.0,320.0,"46°04′39″N 09°27′24″E﻿ / ﻿46.07750°N 9.45667°E﻿ / 46.07750; 9.45667﻿ (1042. Pizzo Alto (2512 m))
","Bergamo Alps
","II/C-29.I-B
","Lecco/Sondrio
","IT
","
"
521,"1043
","Großes Ochsenhorn
",2511.0,1309.0,"47°32′18″N 12°39′39″E﻿ / ﻿47.53833°N 12.66083°E﻿ / 47.53833; 12.66083﻿ (1043. Großes Ochsenhorn (2511 m))
","Loferer Steinberge
","II/B-24.I-A
","Salzburg
","AT
","
"
522,"1044
","Villanderer Berg
",2509.0,426.0,"46°39′31″N 11°25′08″E﻿ / ﻿46.65861°N 11.41889°E﻿ / 46.65861; 11.41889﻿ (1044. Villanderer Berg (2509 m))
","Sarntal Alps
","II/A-16.III-A
","South Tyrol
","IT
","
"
523,"1045
","Mitterhorn [de]
",2506.0,335.0,"47°32′58″N 12°37′43″E﻿ / ﻿47.54944°N 12.62861°E﻿ / 47.54944; 12.62861﻿ (1045. Mitterhorn (2506 m))
","Loferer Steinberge
","II/B-24.I-A
","Salzburg
","AT
","
"
524,"1046
","Dormillouse
",2505.0,392.0,"44°24′35″N 06°23′13″E﻿ / ﻿44.40972°N 6.38694°E﻿ / 44.40972; 6.38694﻿ (1046. Dormillouse (2505 m))
","Provence Alps
","I/A-03.1-A
","A-d-H-Provence
","FR
","
"
525,"1047
","Breithorn
",2504.0,327.0,"47°27′25″N 12°54′10″E﻿ / ﻿47.45694°N 12.90278°E﻿ / 47.45694; 12.90278﻿ (1047. Breithorn (2504 m))
","Berchtesgaden Alps
","II/B-24.III-A
","Salzburg
","AT
","
"
526,"1048
","Cima di Pape / Cima di Sanson
",2503.0,696.0,"46°20′04″N 11°55′41″E﻿ / ﻿46.33444°N 11.92806°E﻿ / 46.33444; 11.92806﻿ (1048. Cima di Pape / Cima di Sanson (2503 m))
","Dolomites - S
","II/C-31.IV-A
","Belluno
","IT
","
"
527,"1049
","Piz Ledu
",2503.0,375.0,"46°13′57″N 09°19′18″E﻿ / ﻿46.23250°N 9.32167°E﻿ / 46.23250; 9.32167﻿ (1049. Piz Ledu (2503 m))
","Adula Alps
","I/B-10.III-D
","Como/Sondrio
","IT
","
"
528,"1050
","Säntis
",2502.0,2015.0,"47°14′58″N 09°20′36″E﻿ / ﻿47.24944°N 9.34333°E﻿ / 47.24944; 9.34333﻿ (1050. Säntis (2502 m))
","Appenzell Alps
","I/B-14.V-B
","App/StG[Note 15]
","CH
","1680
"
529,"1051
","Großer Pleißlingkeil
",2501.0,410.0,"47°13′38″N 13°29′29″E﻿ / ﻿47.22722°N 13.49139°E﻿ / 47.22722; 13.49139﻿ (1051. Großer Pleißlingkeil (2501 m))
","Niedere Tauern
","II/A-18.I-A
","Salzburg
","AT
","
"
